# freq, freq_amplitude
4.433333333333333570e+00,2.024980530277870464e-07
4.466666666666666785e+00,2.011193355003604806e-07
4.500000000000000000e+00,1.887059414488903185e-07
4.533333333333333215e+00,4.142865955750334849e-07
4.566666666666666430e+00,2.279367467809243715e-07
4.599999999999999645e+00,1.854729513618100078e-07
4.633333333333332860e+00,1.105953410628267612e-07
4.666666666666666963e+00,1.339328209107133287e-07
4.700000000000000178e+00,1.184483156886543106e-07
4.733333333333333393e+00,9.143583139066731307e-08
4.766666666666666607e+00,2.648140434806331777e-07
4.799999999999999822e+00,1.845658187956112062e-07
4.833333333333333037e+00,1.691541729843218695e-07
4.866666666666666252e+00,3.224995505959953490e-07
4.900000000000000355e+00,1.475686414902876416e-07
4.933333333333333570e+00,1.582149709458149764e-07
4.966666666666666785e+00,2.404635555856022124e-07
5.000000000000000000e+00,4.958791580900872283e-07
5.033333333333333215e+00,1.134648290330750673e-07
5.066666666666666430e+00,4.039277323964770871e-07
5.099999999999999645e+00,1.981823705422020813e-07
5.133333333333332860e+00,3.036792379289837705e-07
5.166666666666666963e+00,7.422911045719972923e-08
5.200000000000000178e+00,3.003749254598489003e-07
5.233333333333333393e+00,7.517084781241359181e-08
5.266666666666666607e+00,2.848584530795239506e-08
5.299999999999999822e+00,4.932305571523475170e-08
5.333333333333333037e+00,2.331219266760046975e-07
5.366666666666666252e+00,2.513403357975613761e-07
5.400000000000000355e+00,2.639811892549783417e-07
5.433333333333333570e+00,1.913724747024120508e-07
5.466666666666666785e+00,2.588055487584057953e-07
5.500000000000000000e+00,2.883273271957754464e-07
5.533333333333333215e+00,3.172582370176441534e-07
5.566666666666666430e+00,3.922970983222799895e-07
5.599999999999999645e+00,2.632311239015909805e-07
5.633333333333332860e+00,2.678522627801522905e-07
5.666666666666666963e+00,1.426505235871944616e-07
5.700000000000000178e+00,1.233177548296539493e-07
5.733333333333333393e+00,3.406996748447811718e-07
5.766666666666666607e+00,1.467278741181417020e-07
5.799999999999999822e+00,1.479661556928489653e-07
5.833333333333333037e+00,1.750401495805776064e-07
5.866666666666666252e+00,1.439526651530608333e-07
5.900000000000000355e+00,1.544398773874424810e-07
5.933333333333333570e+00,2.265853368450817688e-07
5.966666666666666785e+00,2.983924809990336551e-07
6.000000000000000000e+00,9.472800391373025108e-08
6.033333333333333215e+00,6.326146785910520472e-08
6.066666666666666430e+00,9.027061279019662311e-08
6.099999999999999645e+00,1.627543968678488712e-07
6.133333333333332860e+00,1.631802548639014538e-07
6.166666666666666963e+00,1.811561402261367164e-07
6.200000000000000178e+00,1.383930262245770768e-07
6.233333333333333393e+00,1.613534067411994820e-07
6.266666666666666607e+00,1.871179957191906650e-07
6.299999999999999822e+00,2.072321659286123865e-07
6.333333333333333037e+00,1.318437620708114344e-07
6.366666666666666252e+00,1.975759268915341175e-07
6.400000000000000355e+00,2.020483420894785028e-07
6.433333333333333570e+00,1.696062766113374126e-07
6.466666666666666785e+00,1.198113623030965288e-07
6.500000000000000000e+00,1.686854679003759635e-07
6.533333333333333215e+00,7.103394779806420471e-08
6.566666666666666430e+00,1.579957446789715572e-07
6.599999999999999645e+00,1.436275898460227401e-07
6.633333333333332860e+00,2.456149342650838229e-07
6.666666666666666963e+00,6.851634365805727923e-08
6.700000000000000178e+00,2.799436710081947588e-07
6.733333333333333393e+00,5.441654071584609485e-08
6.766666666666666607e+00,9.664797654609819359e-08
6.799999999999999822e+00,1.554266796597430501e-08
6.833333333333333037e+00,1.572297543344136832e-07
6.866666666666666252e+00,8.795230140851238249e-08
6.899999999999999467e+00,1.079573756118836067e-07
6.933333333333333570e+00,1.120863933729403463e-07
6.966666666666666785e+00,1.772603266021117610e-07
7.000000000000000000e+00,5.214552313538529211e-08
7.033333333333333215e+00,4.180152630122918931e-08
7.066666666666666430e+00,7.967383889004519818e-08
7.099999999999999645e+00,9.410618641926194175e-08
7.133333333333332860e+00,1.560690795131137277e-07
7.166666666666666963e+00,9.196462978070462361e-08
7.200000000000000178e+00,1.586671140981364073e-07
7.233333333333333393e+00,1.038126750618955597e-07
7.266666666666666607e+00,7.853687861864833173e-08
7.299999999999999822e+00,1.748585248176967136e-07
7.333333333333333037e+00,1.798127130391971789e-07
7.366666666666666252e+00,7.229638030056701059e-08
7.399999999999999467e+00,1.848259372724514296e-07
7.433333333333333570e+00,8.312281106887395482e-08
7.466666666666666785e+00,1.920456159474185848e-07
7.500000000000000000e+00,9.434971186051203897e-08
7.533333333333333215e+00,1.105501069386496666e-07
7.566666666666666430e+00,1.127015877152557531e-07
7.599999999999999645e+00,2.602718542834116549e-07
7.633333333333332860e+00,5.075107905109880209e-08
7.666666666666666963e+00,2.000370179105369283e-07
7.700000000000000178e+00,1.826368575534655754e-07
7.733333333333333393e+00,3.138204361365742494e-07
7.766666666666666607e+00,8.682799509716228588e-08
7.799999999999999822e+00,1.598530879776244306e-07
7.833333333333333037e+00,1.597255899913870170e-08
7.866666666666666252e+00,8.482623277418540315e-08
7.899999999999999467e+00,2.853437777557842872e-07
7.933333333333333570e+00,1.408168771492444922e-07
7.966666666666666785e+00,7.187726864342119051e-08
8.000000000000000000e+00,7.382617075794549938e-08
8.033333333333333215e+00,5.985669921132047752e-08
8.066666666666666430e+00,8.405883283965573817e-08
8.099999999999999645e+00,1.037408439152315422e-07
8.133333333333332860e+00,1.692258612629955061e-07
8.166666666666666075e+00,1.947935813458137797e-07
8.199999999999999289e+00,9.319529479982752595e-08
8.233333333333332504e+00,1.923380124228875537e-07
8.266666666666665719e+00,5.853833300817894493e-08
8.300000000000000711e+00,1.102429078671696700e-07
8.333333333333333925e+00,2.183538857964344059e-07
8.366666666666667140e+00,4.635139777994024846e-08
8.400000000000000355e+00,2.535159583828612330e-07
8.433333333333333570e+00,3.294212032632030648e-07
8.466666666666666785e+00,1.463268060920544769e-07
8.500000000000000000e+00,2.479773846585423491e-07
8.533333333333333215e+00,1.935406950707667484e-07
8.566666666666666430e+00,1.427617565439950285e-08
8.599999999999999645e+00,1.446674232569728358e-07
8.633333333333332860e+00,9.002277234429511488e-08
8.666666666666666075e+00,3.486075004376542277e-07
8.699999999999999289e+00,2.256426583215320204e-07
8.733333333333332504e+00,1.549284226555564560e-07
8.766666666666665719e+00,3.186717899368862671e-07
8.800000000000000711e+00,1.083291548078096899e-07
8.833333333333333925e+00,2.164014637892368373e-07
8.866666666666667140e+00,5.944711782390822363e-08
8.900000000000000355e+00,1.027310223128078999e-07
8.933333333333333570e+00,1.956883240023911566e-07
8.966666666666666785e+00,1.002587769474806979e-07
9.000000000000000000e+00,1.401648855066572485e-07
9.033333333333333215e+00,9.591604902260187227e-08
9.066666666666666430e+00,2.614134039118804851e-07
9.099999999999999645e+00,2.325132429127560501e-07
9.133333333333332860e+00,3.331325414520716204e-07
9.166666666666666075e+00,7.726598200315165016e-08
9.199999999999999289e+00,2.358326133979498600e-07
9.233333333333332504e+00,1.418434582951281449e-07
9.266666666666665719e+00,1.736219955778133184e-07
9.300000000000000711e+00,3.389143406094517753e-07
9.333333333333333925e+00,3.474597473666698670e-07
9.366666666666667140e+00,1.413815473769285361e-07
9.400000000000000355e+00,2.599240060227403868e-07
9.433333333333333570e+00,1.437204787008433516e-07
9.466666666666666785e+00,4.068577142360319619e-08
9.500000000000000000e+00,1.167648108676440508e-07
9.533333333333333215e+00,2.580649151304409673e-07
9.566666666666666430e+00,5.889769176000689611e-08
9.599999999999999645e+00,1.205607051155259290e-07
9.633333333333332860e+00,3.789108247418063825e-07
9.666666666666666075e+00,1.741484826662435388e-07
9.699999999999999289e+00,1.698813636096717409e-07
9.733333333333332504e+00,1.932064978097150506e-07
9.766666666666665719e+00,2.749057549826614189e-07
9.800000000000000711e+00,2.111167223230764395e-07
9.833333333333333925e+00,5.717568567348357666e-08
9.866666666666667140e+00,1.463334235299256659e-07
9.900000000000000355e+00,9.003825700483268809e-08
9.933333333333333570e+00,3.983010833386061563e-07
9.966666666666666785e+00,8.702927987959467804e-08
1.000000000000000000e+01,1.517631715839896104e-07
1.003333333333333321e+01,2.028363628205590319e-07
1.006666666666666643e+01,1.291031441048794153e-07
1.009999999999999964e+01,1.738272805778995791e-07
1.013333333333333286e+01,9.408228451219116788e-08
1.016666666666666607e+01,2.381246094225978474e-07
1.019999999999999929e+01,5.641226299898050018e-08
1.023333333333333250e+01,2.508110622333361844e-07
1.026666666666666572e+01,2.657468435718116041e-07
1.030000000000000071e+01,2.315577098071355426e-07
1.033333333333333393e+01,1.851739879775686589e-07
1.036666666666666714e+01,2.811778098260955901e-07
1.040000000000000036e+01,1.919948732187936484e-07
1.043333333333333357e+01,3.108416206655929806e-07
1.046666666666666679e+01,5.527510671633553620e-08
1.050000000000000000e+01,1.286261827580024540e-07
1.053333333333333321e+01,1.991947582155871171e-07
1.056666666666666643e+01,4.314194601101553058e-08
1.059999999999999964e+01,3.922343296446067694e-08
1.063333333333333286e+01,5.406041093702587738e-08
1.066666666666666607e+01,8.339169748781315241e-08
1.069999999999999929e+01,7.194192888096457110e-08
1.073333333333333250e+01,8.002979081591772317e-08
1.076666666666666572e+01,1.194525724736784135e-07
1.080000000000000071e+01,2.319755464929693964e-07
1.083333333333333393e+01,1.363054680949570841e-07
1.086666666666666714e+01,6.281638272285472177e-08
1.090000000000000036e+01,1.906798519183627560e-07
1.093333333333333357e+01,1.833411876011857541e-07
1.096666666666666679e+01,1.195909780416365678e-07
1.100000000000000000e+01,4.435434982214917405e-08
1.103333333333333321e+01,8.461196401356400710e-08
1.106666666666666643e+01,1.479585544207473956e-07
1.109999999999999964e+01,1.122164593392701146e-07
1.113333333333333286e+01,1.451607831144574105e-07
1.116666666666666607e+01,4.959893706510094996e-08
1.119999999999999929e+01,2.813430056176916813e-07
1.123333333333333250e+01,8.670593128480774469e-08
1.126666666666666572e+01,1.107682722180479829e-07
1.130000000000000071e+01,1.419984701067460397e-07
1.133333333333333393e+01,6.292509334153098587e-08
1.136666666666666714e+01,1.014862533369255834e-07
1.140000000000000036e+01,1.471173782691964156e-07
1.143333333333333357e+01,3.417692381782544552e-08
1.146666666666666679e+01,4.838960779182842425e-08
1.150000000000000000e+01,2.574920422341344325e-08
1.153333333333333321e+01,5.643783532923795703e-08
1.156666666666666643e+01,1.583411081265967729e-07
1.159999999999999964e+01,1.426926250004175961e-07
1.163333333333333286e+01,3.260898625517276481e-08
1.166666666666666607e+01,1.178248799091976307e-07
1.169999999999999929e+01,1.283345657839794716e-07
1.173333333333333250e+01,1.225796200296670654e-07
1.176666666666666572e+01,1.371779666118507504e-07
1.180000000000000071e+01,6.770280063608008981e-08
1.183333333333333393e+01,7.792414307250912329e-08
1.186666666666666714e+01,1.311468379733778845e-07
1.190000000000000036e+01,9.539011796573103260e-08
1.193333333333333357e+01,1.164596138506815923e-07
1.196666666666666679e+01,4.828908410762021792e-08
1.200000000000000000e+01,6.959958711552475761e-08
1.203333333333333321e+01,6.174216529891369282e-08
1.206666666666666643e+01,6.187206222246606966e-08
1.209999999999999964e+01,2.672717444248990668e-08
1.213333333333333286e+01,1.255603333819172142e-07
1.216666666666666607e+01,7.805005129221441617e-08
1.219999999999999929e+01,1.648735167567233953e-07
1.223333333333333250e+01,8.157815634469414297e-08
1.226666666666666572e+01,9.712064008010819822e-08
1.230000000000000071e+01,3.645797528384681868e-08
1.233333333333333393e+01,8.141141707328942398e-08
1.236666666666666714e+01,1.329321874949771019e-07
1.240000000000000036e+01,7.988159487746419060e-08
1.243333333333333357e+01,8.617706678280754012e-08
1.246666666666666679e+01,1.287163262748689881e-08
1.250000000000000000e+01,1.185420332754252475e-07
1.253333333333333321e+01,1.207727979452173243e-07
1.256666666666666643e+01,1.619350081443372495e-07
1.259999999999999964e+01,2.087874963357777318e-08
1.263333333333333286e+01,7.595708057795152628e-08
1.266666666666666607e+01,4.476365105887759859e-08
1.269999999999999929e+01,9.581186163842487556e-08
1.273333333333333250e+01,9.968317839633492544e-08
1.276666666666666572e+01,8.755310555995656751e-08
1.280000000000000071e+01,1.422322107472101344e-07
1.283333333333333393e+01,5.488383224233216537e-08
1.286666666666666714e+01,3.590266120122509930e-08
1.290000000000000036e+01,4.020947789890708074e-08
1.293333333333333357e+01,1.662144166025099231e-07
1.296666666666666679e+01,5.408053865142715027e-08
1.300000000000000000e+01,4.428680112878376036e-08
1.303333333333333321e+01,2.162655488823851848e-08
1.306666666666666643e+01,5.079432680912530733e-08
1.309999999999999964e+01,2.178912569830841247e-07
1.313333333333333286e+01,1.200571330469424670e-07
1.316666666666666607e+01,7.746376951960232332e-08
1.319999999999999929e+01,5.950321435915720522e-08
1.323333333333333250e+01,5.572357787451926305e-08
1.326666666666666572e+01,1.382194358079036694e-07
1.329999999999999893e+01,6.756363364340620110e-08
1.333333333333333393e+01,1.453873377360225910e-07
1.336666666666666714e+01,2.335147842518499945e-07
1.340000000000000036e+01,6.373795431153521401e-08
1.343333333333333357e+01,1.652644696490577338e-07
1.346666666666666679e+01,5.577762790947973838e-08
1.350000000000000000e+01,1.124757757680137451e-07
1.353333333333333321e+01,9.384093298903216228e-08
1.356666666666666643e+01,1.324830684502426042e-07
1.359999999999999964e+01,6.057925779311214858e-08
1.363333333333333286e+01,1.115941858325941152e-07
1.366666666666666607e+01,3.795686758357397097e-08
1.369999999999999929e+01,7.303432461576218295e-08
1.373333333333333250e+01,8.721739387713073004e-08
1.376666666666666572e+01,7.840426944475573367e-08
1.379999999999999893e+01,8.002749782930022860e-08
1.383333333333333393e+01,4.653387344005569276e-08
1.386666666666666714e+01,6.928933593540450693e-08
1.390000000000000036e+01,9.297341454683784113e-08
1.393333333333333357e+01,1.313059132668052670e-07
1.396666666666666679e+01,1.176948157420139908e-07
1.400000000000000000e+01,2.676629231455666003e-08
1.403333333333333321e+01,6.340281098371745058e-08
1.406666666666666643e+01,1.042543582264794080e-07
1.409999999999999964e+01,7.028609073090224907e-08
1.413333333333333286e+01,6.602611902380008393e-08
1.416666666666666607e+01,5.801418182723408218e-08
1.419999999999999929e+01,3.341363847740096529e-08
1.423333333333333250e+01,1.695622487788594670e-07
1.426666666666666572e+01,1.190242916372859085e-08
1.429999999999999893e+01,7.944225127345762698e-08
1.433333333333333393e+01,2.100396572194099817e-07
1.436666666666666714e+01,1.540621765706632721e-07
1.440000000000000036e+01,1.736121009871959345e-07
1.443333333333333357e+01,4.993296246188761768e-08
1.446666666666666679e+01,8.956553641014848759e-08
1.450000000000000000e+01,4.782825514048004546e-08
1.453333333333333321e+01,7.142245674811521116e-08
1.456666666666666643e+01,9.643531431576028103e-08
1.459999999999999964e+01,4.006466839954008289e-08
1.463333333333333286e+01,8.230485556256182709e-08
1.466666666666666607e+01,1.232987582107985684e-07
1.469999999999999929e+01,8.591842131908389626e-08
1.473333333333333250e+01,6.888650500111431592e-08
1.476666666666666572e+01,5.047530321820511804e-08
1.479999999999999893e+01,1.617411969275389705e-07
1.483333333333333393e+01,4.085351454762884344e-08
1.486666666666666714e+01,1.381929302761961190e-07
1.490000000000000036e+01,1.385214676545729268e-07
1.493333333333333357e+01,7.138043276736922062e-08
1.496666666666666679e+01,1.055880351196052213e-07
1.500000000000000000e+01,4.782648844614416898e-08
1.503333333333333321e+01,1.393824298216790986e-07
1.506666666666666643e+01,1.134832018251793507e-07
1.509999999999999964e+01,7.858207935014513361e-08
1.513333333333333286e+01,8.505312460812811230e-08
1.516666666666666607e+01,9.688522021298996929e-08
1.519999999999999929e+01,1.280966297500294534e-07
1.523333333333333250e+01,9.860490907888942201e-08
1.526666666666666572e+01,8.238723981582518487e-08
1.529999999999999893e+01,1.180301361720950281e-07
1.533333333333333393e+01,5.685953013274324810e-08
1.536666666666666714e+01,1.611305245213760520e-07
1.540000000000000036e+01,1.040744784780811677e-07
1.543333333333333357e+01,5.829165043353812845e-08
1.546666666666666679e+01,5.019220786853155024e-08
1.550000000000000000e+01,1.133337504070817388e-07
1.553333333333333321e+01,3.820732779015816656e-08
1.556666666666666643e+01,1.280513456047345343e-07
1.559999999999999964e+01,6.203347556442037748e-08
1.563333333333333286e+01,3.731331535284249544e-08
1.566666666666666607e+01,2.402650246549316143e-07
1.569999999999999929e+01,1.235953196491793469e-07
1.573333333333333250e+01,4.390819462861590069e-08
1.576666666666666572e+01,1.183274456413972210e-07
1.579999999999999893e+01,1.093761685994217911e-07
1.583333333333333393e+01,1.049428272438908915e-07
1.586666666666666714e+01,2.972383996957457385e-08
1.590000000000000036e+01,8.578696601527901347e-08
1.593333333333333357e+01,1.139921425919297894e-07
1.596666666666666679e+01,1.411180190741924856e-07
1.600000000000000000e+01,2.102075665405346437e-07
1.603333333333333144e+01,1.147586545393635859e-07
1.606666666666666643e+01,8.929880392263087388e-08
1.610000000000000142e+01,1.163207433530787959e-07
1.613333333333333286e+01,3.579975786076650281e-08
1.616666666666666785e+01,1.646706919910132720e-07
1.619999999999999929e+01,1.615534539037205938e-07
1.623333333333333428e+01,1.452780914979632828e-07
1.626666666666666572e+01,5.831858676251298356e-08
1.630000000000000071e+01,5.272226408810690339e-08
1.633333333333333215e+01,1.060368852654787785e-07
1.636666666666666714e+01,1.198387698970887839e-07
1.639999999999999858e+01,1.283806681976775085e-07
1.643333333333333357e+01,6.757107371193950713e-08
1.646666666666666501e+01,1.060212572562316350e-07
1.650000000000000000e+01,1.299782770196365530e-07
1.653333333333333144e+01,6.671017349702138268e-08
1.656666666666666643e+01,5.441791627102967600e-08
1.660000000000000142e+01,1.223821723139071599e-07
1.663333333333333286e+01,1.274218325046531645e-07
1.666666666666666785e+01,1.199371388411902942e-07
1.669999999999999929e+01,2.240418710639608977e-08
1.673333333333333428e+01,9.322810945022850904e-08
1.676666666666666572e+01,1.214837708091571185e-07
1.680000000000000071e+01,1.034717263499796676e-07
1.683333333333333215e+01,4.374409000238570144e-08
1.686666666666666714e+01,9.145456841122289084e-08
1.689999999999999858e+01,1.773291288674421535e-07
1.693333333333333357e+01,3.550802114950639686e-08
1.696666666666666501e+01,2.287412682803149289e-07
1.700000000000000000e+01,1.257268415207897410e-07
1.703333333333333144e+01,4.518142157328217352e-08
1.706666666666666643e+01,1.609862836171241218e-07
1.710000000000000142e+01,9.042905004373657736e-08
1.713333333333333286e+01,3.049266716459101875e-08
1.716666666666666785e+01,8.697959038758283162e-08
1.719999999999999929e+01,2.932162586944196060e-08
1.723333333333333428e+01,5.700767377928293921e-08
1.726666666666666572e+01,7.692548166490100472e-08
1.730000000000000071e+01,1.057317763161805427e-07
1.733333333333333215e+01,9.365878769255625321e-08
1.736666666666666714e+01,5.750706076899095717e-08
1.739999999999999858e+01,2.489821254924838376e-08
1.743333333333333357e+01,1.083266177146621073e-07
1.746666666666666501e+01,9.045923139484659916e-08
1.750000000000000000e+01,1.033104997983104609e-07
1.753333333333333144e+01,3.932248411166150968e-08
1.756666666666666643e+01,1.139676510911933370e-07
1.760000000000000142e+01,7.091240161240715558e-08
1.763333333333333286e+01,2.212227135581355519e-08
1.766666666666666785e+01,3.221777229102461679e-08
1.769999999999999929e+01,7.184330249980178335e-08
1.773333333333333428e+01,6.280882547623301561e-08
1.776666666666666572e+01,1.314722049206638800e-07
1.780000000000000071e+01,8.477741101252515630e-08
1.783333333333333215e+01,6.988249565778480852e-08
1.786666666666666714e+01,1.672735974285508008e-07
1.789999999999999858e+01,6.924869978548347705e-08
1.793333333333333357e+01,1.011787755631053593e-07
1.796666666666666501e+01,8.131787055400658982e-08
1.800000000000000000e+01,4.176999342187102335e-08
1.803333333333333144e+01,8.181089724630583950e-08
1.806666666666666643e+01,2.912402423942318418e-08
1.810000000000000142e+01,4.102793364702290224e-08
1.813333333333333286e+01,1.297964740652234480e-07
1.816666666666666785e+01,1.479658338789203952e-07
1.819999999999999929e+01,5.672776560711440330e-08
1.823333333333333428e+01,7.250832985276908629e-08
1.826666666666666572e+01,1.406877617845326911e-07
1.830000000000000071e+01,2.378351621966842372e-08
1.833333333333333215e+01,7.574010566026316075e-08
1.836666666666666714e+01,4.682385599199332514e-08
1.839999999999999858e+01,8.343769374761460625e-08
1.843333333333333357e+01,1.691667204181299914e-07
1.846666666666666501e+01,4.972893507887233044e-08
1.850000000000000000e+01,1.263661286669741997e-07
1.853333333333333144e+01,5.314303195175793175e-08
1.856666666666666643e+01,6.675058095826885927e-08
1.860000000000000142e+01,1.907017089122482461e-07
1.863333333333333286e+01,5.558804214771602916e-08
1.866666666666666785e+01,1.123364597506950379e-08
1.869999999999999929e+01,5.024457272041872053e-08
1.873333333333333428e+01,1.059205725116061351e-07
1.876666666666666572e+01,9.788472330784376878e-08
1.880000000000000071e+01,1.200226268311912957e-07
1.883333333333333215e+01,1.041708910903345834e-07
1.886666666666666714e+01,6.646299323603776661e-08
1.889999999999999858e+01,8.227956792064618241e-08
1.893333333333333357e+01,2.658925665647852883e-08
1.896666666666666501e+01,3.286340032821537694e-08
1.900000000000000000e+01,1.380668069707029165e-08
1.903333333333333144e+01,8.052345698934615449e-08
1.906666666666666643e+01,3.270810369536918395e-08
1.910000000000000142e+01,1.447685293173878275e-07
1.913333333333333286e+01,7.044673707895835429e-08
1.916666666666666785e+01,7.674942313732216302e-09
1.919999999999999929e+01,8.681093275321868864e-08
1.923333333333333428e+01,1.271967058880147961e-07
1.926666666666666572e+01,1.363978456149197097e-07
1.930000000000000071e+01,5.047359758702107294e-09
1.933333333333333215e+01,9.864790928167237442e-08
