-1.046991940268514313e-05,-2.354465754577371686e-06,3.163955779933113416e-06
-1.087472107951408310e-05,-4.817150427726980506e-06,1.884809214434290424e-06
-1.177408585757460460e-05,-4.722989041219702437e-06,1.581254097785690226e-06
-1.126228258027096548e-05,-3.650422964658201879e-06,1.944392879868715797e-06
-1.621894623811363038e-05,-5.140321334540591921e-06,5.373797680907459602e-06
-1.321608822827982543e-05,-3.703974295280591161e-06,3.574598869530603958e-06
-1.356723508397876668e-05,-1.962476227139186260e-06,2.024316551792195445e-06
-2.387268933677938086e-05,-1.416641615290729230e-06,4.367669058458960473e-06
-1.330409733280498484e-05,-7.483692622228451504e-07,3.191076062202608606e-06
-5.853900440703771262e-05,2.324382059159375142e-06,5.616297766651262101e-06
-1.341276609329780944e-05,-1.524076780178149232e-06,1.544818331750036365e-06
-1.878723103977489531e-05,-7.260707917819157541e-07,1.029086078598864496e-06
-1.268747436739405492e-05,-2.250571896704422044e-06,1.823298738984073828e-06
-1.340215192547263949e-05,-6.601795014634992239e-08,3.392265220237671674e-06
-1.342059511033150428e-05,-9.436379848967267727e-07,1.716246193509045771e-06
-1.421565778640096600e-05,-1.056585057309573896e-06,8.522983516162320622e-07
-1.437262716526862592e-05,-2.481348218019606340e-07,2.176474325352853781e-06
-1.435725904033211762e-05,-5.656623464469237370e-07,2.114702434459306149e-06
-1.060310664549101360e-05,-1.444575140555745022e-06,2.652815935158285184e-06
-1.247650490976242094e-05,7.189493946843887920e-07,4.712746155485861096e-06
-1.185877833278093265e-05,-7.439389958393515069e-07,3.601457239695943181e-06
-1.306071186572930585e-05,-2.060288705328587793e-06,1.734599250129998289e-06
-1.222088419655108982e-05,-2.560493879403020622e-06,1.366601672665347026e-06
-1.519792688932339657e-05,-2.081394866631780595e-06,1.031560082453441340e-06
-1.669396748188433442e-05,-1.666592515496850589e-06,1.049854466103793533e-07
-1.867265725386916826e-05,-7.447496809127247453e-07,1.504251721740351301e-06
-1.484243542599558436e-05,-1.832205160181776750e-06,2.383381998917329210e-07
-1.026960480654856709e-05,-1.030381223136639208e-06,3.603442040421394359e-06
-1.232748892055558052e-05,-4.511712569006716124e-07,2.936733878681503279e-06
-1.150602757917743119e-05,-1.729788955424101563e-06,9.688159719577629822e-07
-1.321543955490024763e-05,-2.219702639190766267e-06,7.195234558425141453e-07
-1.613115669419761750e-05,-1.773755984279125374e-06,3.281418647410379019e-07
-2.742072935035763748e-05,-2.691083358606770290e-06,4.243731716952231456e-07
