# time, time_amplitude
6.000000000000000000e+01,7.555459723187879135e-06
6.000999999999999801e+01,7.208160507986706000e-06
6.002000000000000313e+01,9.363780499304477553e-06
6.003000000000000114e+01,9.596755153709592972e-06
6.003999999999999915e+01,7.227112467254288850e-06
6.004999999999999716e+01,5.551184551203641828e-06
6.006000000000000227e+01,3.963744565911202931e-06
6.007000000000000028e+01,1.416831259276382963e-06
6.007999999999999829e+01,4.790778536328264871e-07
6.009000000000000341e+01,9.574083987129678616e-07
6.010000000000000142e+01,-1.068898604676291925e-06
6.010999999999999943e+01,-5.658473653116672166e-06
6.011999999999999744e+01,-9.690888511126280095e-06
6.013000000000000256e+01,-1.216658244634660564e-05
6.014000000000000057e+01,-1.284791515747326619e-05
6.014999999999999858e+01,-1.263822227800149935e-05
6.015999999999999659e+01,-1.445136654620688421e-05
6.017000000000000171e+01,-1.696103801150662039e-05
6.017999999999999972e+01,-1.611449463922573277e-05
6.018999999999999773e+01,-1.384200256756341613e-05
6.020000000000000284e+01,-1.342709471142455041e-05
6.021000000000000085e+01,-1.331910993354672802e-05
6.021999999999999886e+01,-1.330899900562840153e-05
6.022999999999999687e+01,-1.516701172645601902e-05
6.024000000000000199e+01,-1.774640188807964492e-05
6.025000000000000000e+01,-2.006906698586560228e-05
6.025999999999999801e+01,-2.166124456068970090e-05
6.027000000000000313e+01,-2.005298931569264806e-05
6.028000000000000114e+01,-1.666246690708366530e-05
6.028999999999999915e+01,-1.638608087996939057e-05
6.029999999999999716e+01,-1.782880323756541575e-05
6.031000000000000227e+01,-1.678693727830635749e-05
6.032000000000000028e+01,-1.534976056639513015e-05
6.032999999999999829e+01,-1.570573705824836086e-05
6.034000000000000341e+01,-1.497073752711887424e-05
6.035000000000000142e+01,-1.382297534165648850e-05
6.035999999999999943e+01,-1.671098761729433976e-05
6.036999999999999744e+01,-2.008102501988567534e-05
6.038000000000000256e+01,-1.615857468021660519e-05
6.039000000000000057e+01,-8.663676835926167516e-06
6.039999999999999858e+01,-7.691911171544612506e-06
6.040999999999999659e+01,-1.250067652945707285e-05
6.042000000000000171e+01,-1.553016453941067989e-05
6.042999999999999972e+01,-1.515831698447310515e-05
6.043999999999999773e+01,-1.320135007684852298e-05
6.045000000000000284e+01,-1.115883454809595206e-05
6.046000000000000085e+01,-1.124758425559097219e-05
6.046999999999999886e+01,-1.195366217491618112e-05
6.047999999999999687e+01,-1.012899856927359855e-05
6.049000000000000199e+01,-8.753870412053302917e-06
6.050000000000000000e+01,-9.924343091323963563e-06
6.050999999999999801e+01,-9.088408194741727229e-06
6.052000000000000313e+01,-6.249797663350056230e-06
6.053000000000000114e+01,-6.755844305861127433e-06
6.053999999999999915e+01,-8.539758442804437969e-06
6.054999999999999716e+01,-6.222309743487721568e-06
6.056000000000000227e+01,-2.947909239069429944e-06
6.057000000000000028e+01,-3.334804584970493011e-06
6.057999999999999829e+01,-3.847398259593572246e-06
6.059000000000000341e+01,-1.145412561614688432e-06
6.060000000000000142e+01,8.901421187803118002e-07
6.060999999999999943e+01,-6.966348844057099552e-08
6.061999999999999744e+01,-1.306997152201785254e-06
6.063000000000000256e+01,-2.769032904640625007e-06
6.064000000000000057e+01,-5.093793562420830940e-06
6.064999999999999858e+01,-5.120789193933536433e-06
6.065999999999999659e+01,-3.576311808815367488e-06
6.067000000000000171e+01,-3.942845255417753385e-06
6.067999999999999972e+01,-3.044376040230896452e-06
6.068999999999999773e+01,2.778984021988056146e-07
6.070000000000000284e+01,1.727869508640205119e-07
6.071000000000000085e+01,-1.938336694406190047e-06
6.071999999999999886e+01,-1.049303209038954357e-06
6.072999999999999687e+01,-1.222560650661882277e-06
6.074000000000000199e+01,-3.423479119118781635e-06
6.075000000000000000e+01,-2.273046337146952953e-06
6.075999999999999801e+01,-1.213713289838790205e-06
6.077000000000000313e+01,-3.857333690095152640e-06
6.078000000000000114e+01,-3.427678932018538205e-06
6.078999999999999915e+01,1.350566554933325749e-06
6.079999999999999716e+01,3.646343122939414670e-06
6.081000000000000227e+01,2.344677623926143292e-06
6.082000000000000028e+01,-4.652260321239683506e-08
6.082999999999999829e+01,-2.157252889493836059e-06
6.084000000000000341e+01,-3.117879074878996946e-06
6.085000000000000142e+01,-5.393751954456197461e-06
6.085999999999999943e+01,-9.415171746103086320e-06
6.086999999999999744e+01,-1.032041375073896808e-05
6.088000000000000256e+01,-8.396322279784695989e-06
6.089000000000000057e+01,-7.812989238318484089e-06
6.089999999999999858e+01,-7.536689564890390054e-06
6.090999999999999659e+01,-6.030227003624701305e-06
6.092000000000000171e+01,-4.015679003973776717e-06
6.092999999999999972e+01,-2.133257735319230699e-06
6.093999999999999773e+01,-2.954287910868392374e-06
6.095000000000000284e+01,-5.753645490197623704e-06
6.096000000000000085e+01,-5.373235934150294752e-06
6.096999999999999886e+01,-3.670580638814717709e-06
6.097999999999999687e+01,-4.612027645077334392e-06
6.099000000000000199e+01,-3.803853611650712397e-06
6.100000000000000000e+01,-3.806526943967558861e-07
6.100999999999999801e+01,-4.909815836410676133e-07
6.102000000000000313e+01,-2.941161674921490523e-06
6.103000000000000114e+01,-2.371884077991643759e-06
6.103999999999999915e+01,1.397208750825390535e-07
6.104999999999999716e+01,1.277255263902788956e-06
6.106000000000000227e+01,1.189456123784491267e-07
6.107000000000000028e+01,-1.481219517837463453e-06
6.107999999999999829e+01,-1.193015846904396074e-06
6.109000000000000341e+01,-1.371398590332626959e-06
6.110000000000000142e+01,-3.106402242733974275e-06
6.110999999999999943e+01,-1.403603363325143144e-06
6.111999999999999744e+01,2.870160505292889857e-06
6.113000000000000256e+01,3.190745597046192012e-06
6.114000000000000057e+01,1.052995660092649363e-06
6.114999999999999858e+01,1.257765235222619997e-06
6.115999999999999659e+01,2.964690192126406289e-06
6.117000000000000171e+01,3.943245894661351927e-06
6.117999999999999972e+01,3.132003873277760958e-06
6.118999999999999773e+01,1.258678463895097860e-06
6.120000000000000284e+01,6.202947459431880330e-07
6.121000000000000085e+01,6.972932394394772370e-07
6.121999999999999886e+01,8.675692509818089238e-07
6.122999999999999687e+01,3.060147731020998546e-06
6.124000000000000199e+01,5.550286470316554296e-06
6.125000000000000000e+01,5.229601411254668939e-06
6.125999999999999801e+01,3.814990941249295312e-06
6.127000000000000313e+01,3.213306727842608634e-06
6.128000000000000114e+01,3.410543513095386475e-06
6.128999999999999915e+01,4.633559478249871073e-06
6.129999999999999716e+01,4.964547320395307935e-06
6.131000000000000227e+01,2.881296473044290999e-06
6.132000000000000028e+01,1.499261915766549787e-06
6.132999999999999829e+01,3.300573411305805158e-06
6.134000000000000341e+01,5.754373773917414568e-06
6.135000000000000142e+01,5.048359441874917656e-06
6.135999999999999943e+01,8.709141536532032066e-07
6.136999999999999744e+01,-3.293902958241439818e-06
6.138000000000000256e+01,-5.597240310939967144e-06
6.139000000000000057e+01,-7.723579159505812017e-06
6.139999999999999858e+01,-8.932690391612001230e-06
6.140999999999999659e+01,-7.385057221163196528e-06
6.142000000000000171e+01,-6.406358928110139975e-06
6.142999999999999972e+01,-7.999615831034037985e-06
6.143999999999999773e+01,-7.909047360694872647e-06
6.145000000000000284e+01,-5.485715993476847090e-06
6.146000000000000085e+01,-4.421621313370114291e-06
6.146999999999999886e+01,-2.896989505340926851e-06
6.147999999999999687e+01,6.746674384808411384e-07
6.149000000000000199e+01,8.667092914730503572e-07
6.150000000000000000e+01,-2.593224193469370595e-06
6.150999999999999801e+01,-2.565374459283248483e-06
6.152000000000000313e+01,6.948014181256469185e-07
6.153000000000000114e+01,2.243631670999843094e-06
6.153999999999999915e+01,3.774898810367324498e-06
6.154999999999999716e+01,6.569814193600727097e-06
6.156000000000000227e+01,8.000295314163466374e-06
6.157000000000000028e+01,9.424092705468069787e-06
6.157999999999999829e+01,1.162312052245223455e-05
6.159000000000000341e+01,1.146392390254894526e-05
6.160000000000000142e+01,1.097585855212685739e-05
6.160999999999999943e+01,1.320385020906705115e-05
6.161999999999999744e+01,1.439879712583748493e-05
6.163000000000000256e+01,1.360389096113611314e-05
6.164000000000000057e+01,1.419802961003707198e-05
6.164999999999999858e+01,1.435275875962792335e-05
6.165999999999999659e+01,1.291421023374944302e-05
6.167000000000000171e+01,1.394022889024202139e-05
6.167999999999999972e+01,1.662955371856254764e-05
6.168999999999999773e+01,1.693280651183150801e-05
6.170000000000000284e+01,1.618238991518503795e-05
6.171000000000000085e+01,1.602085526557423586e-05
6.171999999999999886e+01,1.553581233928683368e-05
6.172999999999999687e+01,1.576723623168942238e-05
6.174000000000000199e+01,1.708338125949369112e-05
6.175000000000000000e+01,1.799236640778610386e-05
6.175999999999999801e+01,1.852475416876910914e-05
6.177000000000000313e+01,1.819449162861381825e-05
6.178000000000000114e+01,1.687140284010043109e-05
6.178999999999999915e+01,1.692956816190437506e-05
6.179999999999999716e+01,1.695352477834082347e-05
6.181000000000000227e+01,1.367330767859468841e-05
6.182000000000000028e+01,1.074252027745463120e-05
6.182999999999999829e+01,1.082867960545974810e-05
6.184000000000000341e+01,9.162147344735679160e-06
6.185000000000000142e+01,6.206062772323980597e-06
6.185999999999999943e+01,7.958250653016924706e-06
6.186999999999999744e+01,1.092778559880510848e-05
6.188000000000000256e+01,8.438054224095848250e-06
6.189000000000000057e+01,4.495585491652643742e-06
6.189999999999999858e+01,3.438673142585002440e-06
6.190999999999999659e+01,2.197881638212634331e-06
6.192000000000000171e+01,1.026246203600362353e-06
6.192999999999999972e+01,1.867709048750873030e-06
6.193999999999999773e+01,1.577367397592212961e-06
6.195000000000000284e+01,7.543029808934445641e-07
6.196000000000000085e+01,2.768455525237460362e-06
6.196999999999999886e+01,4.747100268515176830e-06
6.197999999999999687e+01,5.808570991863505277e-06
6.199000000000000199e+01,8.786430632754585660e-06
6.200000000000000000e+01,1.020643832944449646e-05
6.200999999999999801e+01,7.779241271620954229e-06
6.202000000000000313e+01,6.057338578513621700e-06
6.203000000000000114e+01,6.017353800591745151e-06
6.203999999999999915e+01,6.377093809408880793e-06
6.204999999999999716e+01,7.612727115450817377e-06
6.206000000000000227e+01,6.492060214384823958e-06
6.207000000000000028e+01,2.754003430210761033e-06
6.207999999999999829e+01,2.293454024198952182e-06
6.209000000000000341e+01,3.803607442500456277e-06
6.210000000000000142e+01,2.925435013428517605e-06
6.210999999999999943e+01,3.132980546186433072e-06
6.211999999999999744e+01,4.125429049827599630e-06
6.213000000000000256e+01,3.485330111719601043e-07
6.214000000000000057e+01,-4.852775483417702910e-06
6.214999999999999858e+01,-5.984085441010097517e-06
6.215999999999999659e+01,-5.197229645243714085e-06
6.217000000000000171e+01,-4.837848104140262393e-06
6.217999999999999972e+01,-5.715170183562419585e-06
6.218999999999999773e+01,-8.432262699753662004e-06
6.220000000000000284e+01,-9.713560460920764395e-06
6.221000000000000085e+01,-7.934535841784099992e-06
6.221999999999999886e+01,-5.566450340944483077e-06
6.222999999999999687e+01,-2.401028894835481918e-06
6.224000000000000199e+01,4.451056523936852408e-07
6.225000000000000000e+01,-1.190910382247076623e-06
6.225999999999999801e+01,-4.445405065717591793e-06
6.227000000000000313e+01,-4.275100304850423822e-06
6.228000000000000114e+01,-4.010850767922604196e-06
6.228999999999999915e+01,-6.510463328261783713e-06
6.229999999999999716e+01,-7.821793917562544303e-06
6.231000000000000227e+01,-6.488984308919345293e-06
6.232000000000000028e+01,-5.910071692932227287e-06
6.232999999999999829e+01,-6.892787135938210028e-06
6.234000000000000341e+01,-6.750471533859650315e-06
6.235000000000000142e+01,-5.340593987525026229e-06
6.235999999999999943e+01,-6.303678012166325677e-06
6.236999999999999744e+01,-1.060012824051194958e-05
6.238000000000000256e+01,-1.386367076716668028e-05
6.239000000000000057e+01,-1.310484293525182361e-05
6.239999999999999858e+01,-1.099365974895227041e-05
6.240999999999999659e+01,-1.072466963173252134e-05
6.242000000000000171e+01,-1.097197981104637153e-05
6.242999999999999972e+01,-9.510988746953659697e-06
6.243999999999999773e+01,-8.157272685172493746e-06
